id,smiles,veber_pass,ghose_pass,egan_pass,muegge_pass,pains_flag,sa_score,tice_agro_pass,hazard_any,covalent_warhead_any,structural_alert_hits,green_chem_proxy,desirability
procaine,CCN(CC)CCOC(=O)c1ccc(N)cc1,1,0,1,1,0,1.136,1,0,0,cyp_aniline,1.637,0.6524
procyclidine,OC(CCN1CCCC1)(c1ccccc1)C1CCCCC1,1,1,1,1,0,1.899,1,0,0,,1.638,0.7238
promazine,CN(C)CCCN1c2ccccc2Sc2ccccc21,1,1,1,1,1,2.097,1,0,0,,2.115,0.394
Pindolol,CC(C)NCC(O)COc1cccc2[nH]ccc12,1,0,1,1,0,1.796,1,0,0,,1.924,0.7107
Plicamycin,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@H]2C[C@@H](O[C@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@H](O)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,0,0,0,0,0,10.0,0,0,0,,3.732,0.3226
Pravastatin,CC[C@H](C)C(=O)O[C@H]1C[C@H](O)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,1,1,1,1,0,3.413,0,0,0,,1.709,0.5358
Praziquantel,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,1,1,1,1,0,2.415,1,0,0,,2.259,0.7809
Trimethoprim,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,1,1,1,1,0,1.777,1,0,0,,2.371,0.7196
Trimetrexate,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,1,1,1,1,1,2.274,1,0,0,cyp_aniline,2.578,0.3376
Trometamol,NC(CO)(CO)CO,1,0,1,0,0,1.0,0,0,0,,1.7,0.4925
Trovafloxacin,NC1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,1,1,1,1,0,3.8,1,0,0,cyp_pyridine_heme,4.8,0.5917
Urea,NC(N)=O,1,0,1,0,0,1.08,0,0,0,,3.25,0.5952
coumarin,O=c1ccc2ccccc2o1,1,0,1,0,0,1.92,1,0,0,,2.145,0.592
dapsone,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,1,0,1,1,0,2.04,1,0,0,cyp_aniline,2.482,0.6319
Dehydrocholic acid,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3C(=O)C[C@@H]4CC(=O)CC[C@]4(C)[C@H]3CC(=O)[C@]12C,1,1,1,1,0,3.98,1,0,0,,2.051,0.6594
dicumarol,O=c1c(Cc2c(O)oc3ccccc3c2=O)c(O)oc2ccccc12,1,1,1,1,0,2.837,1,0,0,,2.878,0.5849
dicyclomine,CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1,1,1,1,1,0,1.003,1,0,0,,1.251,0.7372
Diethylstilbestrol,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,1,1,1,1,0,1.833,1,0,0,,1.722,0.7041
Digitoxin,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5CC[C@]5(C)[C@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0,0,0,0,0,8.768,0,0,1,acrylamide_warhead,3.381,0.4933
Digoxin,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,0,0,0,0,0,9.038,0,0,1,acrylamide_warhead,3.422,0.4184
Domperidone,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,1,1,1,1,0,2.914,1,0,0,cyp_imidazole_heme,3.509,0.6984
promethazine-HCl,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,1,1,1,1,1,2.347,1,0,0,,2.115,0.3945
propiomazine,CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,1,1,1,1,0,2.36,1,0,0,,2.12,0.738
propofol,CC(C)c1cccc(C(C)C)c1O,1,0,1,0,0,1.01,1,0,0,,1.131,0.7112
protriptyline,CNCCCC1c2ccccc2C=Cc2ccccc21,1,1,1,1,0,2.134,1,0,0,,1.839,0.7808
pyridazinone,O=c1cc[nH]nc1,1,0,1,0,0,1.49,0,0,0,,2.586,0.6398
quazepam,Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,1,1,1,0,0,2.338,1,0,0,,5.219,0.6865
rescinnamine,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1,0,1,0,1,4.937,0,0,1,acrylamide_warhead,3.129,0.2418
reserpine,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,1,0,1,0,1,4.862,0,0,0,,3.138,0.2616
secobarbital,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,1,0,1,1,0,1.24,1,0,0,,1.716,0.6972
spiclomazine,O=C1CSC2(CCN(CCCN3c4ccccc4Sc4ccc(Cl)cc43)CC2)N1,1,1,1,1,0,3.439,1,0,0,,3.397,0.76
Atovaquone,O=C1C(=O)c2ccccc2C(O)=C1C1CCC(c2ccc(Cl)cc2)CC1,1,1,1,0,1,2.593,1,0,1,acrylamide_warhead,2.943,0.3343
Azelaicacid,O=C(O)CCCCCCCC(=O)O,1,0,1,0,0,1.0,1,0,0,,1.301,0.6281
Azithromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,0,0,0,0,0,7.222,0,0,0,,1.929,0.3924
Bethanechol,CC(C[N+](C)(C)C)OC(N)=O,1,0,1,0,0,1.0,0,0,0,,1.405,0.677
Bromocriptine,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,1,0,1,0,0,5.097,0,0,0,,3.892,0.6255
Buprenorphine,CO[C@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,1,0,1,0,0,6.478,1,0,0,,3.207,0.7532
dopamine,NCCc1ccc(O)c(O)c1,1,0,1,0,1,1.27,0,0,0,,1.918,0.2825
doxorubicin,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,0,0,0,0,1,4.497,0,0,0,,3.068,0.1794
doxycycline,C[C@H]1c2cccc(O)c2C(O)=C2C(=O)[C@]3(O)C(=O)/C(=C(/N)O)C(=O)[C@@H](N(C)C)[C@@H]3[C@@H](O)[C@@H]21,0,0,0,0,0,4.049,0,0,1,acrylamide_warhead,2.81,0.3885
Dyclonine,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1,1,1,1,1,0,1.387,1,0,0,,1.54,0.7024
Econazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,1,0,1,0,0,2.58,0,0,0,,4.017,0.6324
enkephalin,CC(C)[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](C)NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(N)=O,0,0,0,0,0,3.029,0,0,0,,2.186,0.4129
Ephedrine,CN[C@@H](C)[C@H](O)c1ccccc1,1,0,1,0,0,1.61,1,0,0,,1.48,0.6018
epinephrine,CNC[C@H](O)c1ccc(O)c(O)c1,1,0,1,0,1,1.46,0,0,0,,1.956,0.2631
erythromycin,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0,0,0,0,0,7.235,0,0,0,,1.967,0.3921
estradiol,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,1,1,1,1,0,3.25,1,0,0,,1.967,0.6568
tacrine,Nc1c2c(nc3ccccc13)CCCC2,1,0,1,0,0,1.981,1,0,0,cyp_pyridine_heme,2.054,0.7636
temazepam,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,1,1,1,1,0,2.57,1,0,0,,3.014,0.7536
tetrabenzine,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2,1,1,1,1,0,2.252,1,0,0,,1.916,0.7253
thc,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,1,0,1,0,0,2.267,0,0,0,,1.666,0.6512
thebaine,COC1=CC=C2[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5,1,1,1,1,0,3.992,1,0,0,,2.643,0.7728
thiethylperazine,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,1,1,1,0,0,2.395,1,0,0,,2.392,0.7179
thioridazine,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,1,0,0,0,0,2.636,0,0,0,,2.337,0.7157
thiothixene,CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,1,1,1,1,1,2.53,1,0,0,,2.587,0.3483
tranylcypromine,N[C@@H]1C[C@H]1c1ccccc1,1,0,1,0,0,2.0,1,0,0,,1.633,0.7312
trazodone,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,1,1,1,1,0,2.478,1,0,0,cyp_pyridine_heme,3.213,0.7492
Busulfan,CS(=O)(=O)OCCCCOS(C)(=O)=O,1,0,1,1,0,1.0,0,0,0,,1.914,0.5925
Cefradine,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)C3=CCC=CC3)[C@H]2SC1,1,1,1,1,0,2.755,0,0,1,acrylamide_warhead,2.55,0.507
Chloroquine,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1,1,1,1,0,1.79,1,0,0,cyp_pyridine_heme,2.245,0.7504
Cisapride,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,1,1,1,1,0,2.668,1,0,0,cyp_aniline,3.396,0.6613
Cladribine,Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1,1,0,1,1,0,2.58,0,0,0,,3.421,0.636
Clidiniumbromide,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,1,1,1,1,0,3.029,1,0,0,,2.634,0.637
estrone,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O,1,1,1,1,0,3.067,1,0,0,,2.011,0.7461
Ethacrynic acid,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,1,0,1,1,0,1.453,1,0,1,acrylamide_warhead,3.063,0.6116
ethinylestradiol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,1,1,1,1,0,3.37,1,0,0,,1.993,0.65
fenoterol,CC(Cc1ccc(O)cc1)NCC(O)c1cc(O)cc(O)c1,1,1,1,1,0,2.287,0,0,0,,2.047,0.5641
floxuridine,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,1,0,1,1,0,2.123,0,0,0,,3.067,0.6035
Flucloxacillin,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,1,1,1,1,0,3.308,1,0,0,,4.005,0.5925
fluorouracil,O=c1[nH]cc(F)c(=O)[nH]1,1,0,1,0,0,1.53,0,0,0,,3.467,0.6124
furosemide,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,1,1,1,1,0,2.02,0,0,0,cyp_terminal_furan; cyp_aniline,3.319,0.61
ganciclovir,Nc1nc(=O)c2ncn(COC(CO)CO)c2[nH]1,1,0,0,1,0,1.527,0,0,0,,2.744,0.5893
glycopyrrolate,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,1,1,1,1,0,2.252,1,0,0,,1.916,0.6588
trifluperidol,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,1,1,1,1,0,2.139,1,0,0,,4.297,0.7053
triflupromazine,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,1,1,0,0,2.13,1,0,0,,3.883,0.7402
trifluroperazine,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,1,1,1,1,0,2.446,1,0,0,,4.107,0.7694
trihexyphenidyl,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,1,1,1,1,0,1.9,1,0,0,,1.613,0.747
trimetozine,COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,1,1,1,1,0,1.5,1,0,0,,2.1,0.7411
trimipramine,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,1,1,1,1,0,2.26,1,0,0,,1.853,0.7866
tybamate,CCCCNC(=O)OCC(C)(CCC)COC(N)=O,1,0,1,1,0,1.0,1,0,0,,1.27,0.6698
uridine,O=c1ccn(C2OC(CO)C(O)C2O)c(=O)[nH]1,1,0,1,0,0,2.373,0,0,0,,2.567,0.5691
valproicacid,CCCC(CCC)C(=O)O,1,0,1,0,0,1.0,1,0,0,,1.0,0.6897
zimelidine,CN(C)C/C=C(/c1ccc(Br)cc1)c1cccnc1,1,0,1,1,0,1.855,1,0,0,cyp_pyridine_heme,2.424,0.7435
Clofazimine,CC(C)N=c1cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,1,0,0,0,0,3.277,0,0,0,cyp_aniline,3.957,0.5846
Colchicine,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(C)=O)CC2,1,1,1,1,0,2.444,1,0,0,,2.333,0.7167
Cromoglicicacid,O=C(O)c1cc(=O)c2cc(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)ccc2o1,0,1,0,0,0,3.173,0,0,0,,3.066,0.5106
Cycloserine,NC1CONC1=O,1,0,1,0,0,1.0,0,0,0,,2.481,0.6119
Hydroxycarbamide,NC(=O)NO,1,0,1,0,0,1.1,0,0,0,,3.4,0.5162
Ipratropiumbromide,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,1,1,1,1,0,2.5,1,0,0,,1.88,0.6602
guanabenz,NC(N)=N/N=C/c1c(Cl)cccc1Cl,1,0,1,1,0,1.63,1,0,0,,3.586,0.6321
guanethidinesulfate,NC(N)=NCCN1CCCCCCC1,1,0,1,0,0,1.35,0,0,0,,1.437,0.7079
homatropine,CN1C2CCC1CC(OC(=O)C(O)c1ccccc1)C2,1,1,1,1,0,2.525,1,0,0,,2.05,0.6606
hydralazine,NNc1nncc2ccccc12,1,0,1,0,0,1.94,0,0,0,,2.6,0.6533
Hydrochlorothiazide,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,1,0,1,1,0,1.869,0,0,0,cyp_aniline,3.75,0.5569
Hydrocortisone,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,1,1,1,1,0,3.699,1,0,1,acrylamide_warhead,2.129,0.6872
hydroflumethiazide,NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,1,1,1,1,0,1.8,0,0,0,cyp_aniline,4.7,0.5648
ibuprofen,CC(C)Cc1ccc(C(C)C(=O)O)cc1,1,0,1,1,0,1.346,1,0,0,,1.331,0.6478
indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,1,1,1,1,0,2.361,1,0,0,,2.994,0.6519
35,CN1Cc2c(-c3noc([C@](C)(O)CO)n3)ncn2-c2cccc(Cl)c2C1=O,1,1,1,1,0,2.837,1,0,0,,3.576,0.613
1-48,C=C1Cc2c(CCN(CCC)CCC)ccc(O)c2N1,1,1,1,1,0,1.465,1,0,0,cyp_aniline,1.626,0.7297
9-OH-risperidone,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCC[C@H]2O,1,1,1,1,0,2.994,1,0,0,,3.357,0.6993
Alprazolam,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,1,1,1,1,0,2.699,1,0,0,,3.288,0.737
BCNU,O=NN(CCCl)C(=O)NCCCl,1,0,1,1,0,1.0,1,0,1,haloacetamide_warhead,3.11,0.6483
Itraconazole,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@H]5CO[C@](Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O,0,0,1,0,1,4.734,0,0,0,,4.66,0.248
Kanamycin,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(O)C(O)C1O,0,0,0,0,0,5.26,0,0,0,,2.464,0.3681
Ketoprofen,CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,1,0,1,1,0,2.18,1,0,0,,1.974,0.651
Ketorolac,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,1,0,1,1,0,2.44,1,0,0,,2.372,0.6703
Metaraminol,C[C@H](N)[C@H](O)c1cccc(O)c1,1,0,1,0,0,1.69,0,0,0,,1.783,0.549
isoniazid,NNC(=O)c1ccncc1,1,0,1,0,0,1.55,0,0,0,cyp_pyridine_heme,2.5,0.5704
Isoproterenol,CC(C)NCC(O)c1ccc(O)c(O)c1,1,0,1,1,1,1.355,0,0,0,,1.736,0.2745
Isoquercitrin,O=c1c(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,0,0,0,0,1,3.967,0,0,0,,3.062,0.2015
Ketoconazole,CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,1,0,1,1,1,3.508,0,0,0,,4.026,0.3119
labetalol,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,1,1,1,1,0,2.301,0,0,0,,1.972,0.6046
levodopa,N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,1,0,1,0,1,1.613,0,0,0,,2.194,0.265
mannitol,OCC(O)C(O)C(O)C(O)CO,1,0,1,0,0,1.04,0,0,0,,1.7,0.453
Meclocycline,C=C1c2c(Cl)ccc(O)c2C(O)=C2C(=O)C3(O)C(=O)/C(=C(/N)O)C(=O)C(N(C)C)C3C(O)C12,0,1,0,0,0,3.928,0,0,1,acrylamide_warhead,3.445,0.3916
Meclofenamate,Cc1ccc(Cl)c(Nc2ccccc2C(=O)O)c1Cl,1,0,1,1,0,1.994,1,0,0,cyp_aniline,3.332,0.6704
Mefenamic_acid,Cc1cccc(Nc2ccccc2C(=O)O)c1C,1,0,1,1,0,1.9,1,0,0,cyp_aniline,1.993,0.6731
Cimetidine,CN=C(NC#N)NCCSCc1nc[nH]c1C,1,0,1,1,1,1.09,0,0,0,cyp_imidazole_heme,2.135,0.271
Clonidine,Clc1cccc(Cl)c1NC1=NCCN1,1,0,1,1,0,1.713,1,0,0,cyp_aniline,3.494,0.7205
Didanosine,O=c1nc[nH]c2c1ncn2[C@H]1CC[C@@H](CO)O1,1,0,1,1,0,2.29,0,0,0,,2.735,0.6783
Metoprolol,COCCc1ccc(OCC(O)CNC(C)C)cc1,1,0,1,1,0,1.26,1,0,0,,1.452,0.628
Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,1,0,1,0,0,1.0,0,0,0,,2.4,0.6381
Mifepristone,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,1,1,1,0,1,3.978,1,0,1,acrylamide_warhead,2.34,0.3142
Minocycline,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,0,1,0,0,0,3.538,0,0,1,acrylamide_warhead,2.761,0.493
Moclobemide,O=C(NCCN1CCOCC1)c1ccc(Cl)cc1,1,0,1,1,0,1.506,1,0,0,,2.564,0.7773
Propanthelinebromide,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,1,1,1,1,0,2.068,1,0,0,,1.997,0.5832
Pyrazinamide,NC(=O)c1cnccn1,1,0,1,0,0,1.53,0,0,0,,2.633,0.6306
Pyridostigminebromide,CN(C)C(=O)Oc1ccc[n+](C)c1,1,0,1,0,0,1.21,0,0,0,cyp_pyridine_heme,1.956,0.6629
Pyrimethamine,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,1,0,1,1,0,1.84,1,0,0,,2.849,0.7414
Quinine,C=C[C@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,1,1,1,1,0,3.94,1,0,0,cyp_pyridine_heme,2.64,0.6786
melphalan,NC(Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,1,0,1,1,1,1.426,1,0,1,haloacetamide_warhead,2.878,0.3138
mepenzolatebromide,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1,1,1,1,1,0,2.343,1,0,0,,2.075,0.6312
mepiramine,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,1,1,1,1,0,1.696,1,0,0,cyp_pyridine_heme,1.889,0.7274
mequitazine,c1ccc2c(c1)Sc1ccccc1N2CC1CN2CCC1CC2,1,1,1,1,1,3.33,1,0,0,,2.871,0.3942
mestranol,C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(OC)ccc4[C@H]3CC[C@@]21C,1,1,1,1,0,3.367,1,0,0,,1.966,0.6877
methantheline,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,1,1,1,1,0,2.093,1,0,0,,2.075,0.591
methotrexate,CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,0,1,0,0,0,2.66,0,0,0,,2.882,0.5055
Methyclothiazide,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1,1,1,1,0,1.95,0,0,1,haloacetamide_warhead; cyp_aniline,3.983,0.5814
methyldopa,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,1,0,1,1,1,1.54,0,0,0,,2.06,0.2671
Icotidine,COc1cccnc1CCCCNc1ncc(Cc2ccc(C)nc2)c(=O)[nH]1,1,1,1,1,0,2.21,1,0,0,cyp_pyridine_heme,2.383,0.6316
Lupitidine,Cc1ccc(Cc2cnc(NCCSCc3ccc(C(C)(C)N)o3)[nH]c2=O)cn1,1,1,1,1,0,2.173,1,0,0,cyp_pyridine_heme; cyp_terminal_furan,2.423,0.6056
Mianserin,CN1CCN2c3ccccc3Cc3ccccc3C2C1,1,1,1,1,0,2.65,1,0,0,,2.233,0.7737
Midazolam,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2,1,1,1,1,0,2.727,1,0,0,,3.763,0.7362
Ritonavir,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,0,0,0,0,0,3.881,0,0,0,,2.634,0.3841
Saquinavir,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,0,0,0,0,0,4.63,0,0,0,cyp_pyridine_heme,2.773,0.4691
Sevoflurane,FCOC(C(F)(F)F)C(F)(F)F,1,0,1,1,0,1.0,1,0,0,,5.7,0.731
Sodiumamidotrizoate,CC(=O)Nc1c(I)c(NC(C)=O)c(I)c(C(=O)[O-])c1I,1,0,1,0,0,1.532,0,0,0,,4.005,0.5535
Sotalol,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,1,0,1,1,0,1.36,1,0,0,cyp_aniline,1.9,0.66
Stavudine,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,1,0,1,1,0,2.04,0,0,0,,2.405,0.6306
Streptomycin,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O,0,0,0,0,0,5.571,0,0,0,,2.639,0.2754
Sulfadiazine,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,1,0,1,1,0,2.04,0,0,0,cyp_aniline,2.835,0.6469
Sulfafurazole,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,1,0,1,1,0,1.842,1,0,0,cyp_aniline,2.621,0.6572
Methylprednisolone,C[C@H]1C[C@@H]2[C@H]([C@@H](O)C[C@@]3(C)[C@H]2CC[C@]3(O)C(=O)CO)[C@@]2(C)C=CC(=O)C=C12,1,1,1,1,0,4.067,1,0,1,acrylamide_warhead,2.174,0.638
Miconazole,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1,1,0,0,0,0,2.6,0,0,0,,4.607,0.5899
nandrolone,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,1,1,1,1,0,3.3,1,0,1,acrylamide_warhead,1.833,0.6812
neodicoumarol,CCOC(=O)C(c1c(O)oc2ccccc2c1=O)c1c(O)oc2ccccc2c1=O,1,1,1,1,0,2.836,0,0,0,,2.891,0.5685
Nicotinyl alcohol,OCc1cccnc1,1,0,1,0,0,1.31,0,0,0,cyp_pyridine_heme,1.917,0.6657
norethindrone,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1,1,1,1,0,3.44,1,0,1,acrylamide_warhead,1.873,0.6652
norfenefrine,NCC(O)c1cccc(O)c1,1,0,1,0,0,1.52,0,0,0,,1.918,0.5728
